parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,idx0,inst,j,pname,pstyle,ptype,usecol,x,y,zone
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:34_j:15_x:3875.00_y:1375.00_zone:1,none,factor,36.33976202574146,15.0,50.0,icstrtlayer1,1.0,0.0,1,34,,0,15,icstrtlayer1,d,gr,,3875.00,1375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:34_j:16_x:4125.00_y:1375.00_zone:1,none,factor,23.892486073368364,15.0,50.0,icstrtlayer1,1.0,0.0,1,34,,0,16,icstrtlayer1,d,gr,,4125.00,1375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:34_j:17_x:4375.00_y:1375.00_zone:1,none,factor,26.94584423645001,15.0,50.0,icstrtlayer1,1.0,0.0,1,34,,0,17,icstrtlayer1,d,gr,,4375.00,1375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:34_j:18_x:4625.00_y:1375.00_zone:1,none,factor,24.61178866935645,15.0,50.0,icstrtlayer1,1.0,0.0,1,34,,0,18,icstrtlayer1,d,gr,,4625.00,1375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:34_j:19_x:4875.00_y:1375.00_zone:1,none,factor,30.299295958717373,15.0,50.0,icstrtlayer1,1.0,0.0,1,34,,0,19,icstrtlayer1,d,gr,,4875.00,1375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:35_j:4_x:1125.00_y:1125.00_zone:1,none,factor,34.53605847469096,15.0,50.0,icstrtlayer1,1.0,0.0,1,35,,0,4,icstrtlayer1,d,gr,,1125.00,1125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:35_j:5_x:1375.00_y:1125.00_zone:1,none,factor,28.375326275423433,15.0,50.0,icstrtlayer1,1.0,0.0,1,35,,0,5,icstrtlayer1,d,gr,,1375.00,1125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:35_j:6_x:1625.00_y:1125.00_zone:1,none,factor,36.83111983710018,15.0,50.0,icstrtlayer1,1.0,0.0,1,35,,0,6,icstrtlayer1,d,gr,,1625.00,1125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:35_j:7_x:1875.00_y:1125.00_zone:1,none,factor,26.965312778170947,15.0,50.0,icstrtlayer1,1.0,0.0,1,35,,0,7,icstrtlayer1,d,gr,,1875.00,1125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:35_j:8_x:2125.00_y:1125.00_zone:1,none,factor,36.70135151914098,15.0,50.0,icstrtlayer1,1.0,0.0,1,35,,0,8,icstrtlayer1,d,gr,,2125.00,1125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:35_j:9_x:2375.00_y:1125.00_zone:1,none,factor,24.7531363724151,15.0,50.0,icstrtlayer1,1.0,0.0,1,35,,0,9,icstrtlayer1,d,gr,,2375.00,1125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:35_j:10_x:2625.00_y:1125.00_zone:1,none,factor,38.10704566339471,15.0,50.0,icstrtlayer1,1.0,0.0,1,35,,0,10,icstrtlayer1,d,gr,,2625.00,1125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:35_j:11_x:2875.00_y:1125.00_zone:1,none,factor,41.18022919450712,15.0,50.0,icstrtlayer1,1.0,0.0,1,35,,0,11,icstrtlayer1,d,gr,,2875.00,1125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:35_j:12_x:3125.00_y:1125.00_zone:1,none,factor,27.500852139593736,15.0,50.0,icstrtlayer1,1.0,0.0,1,35,,0,12,icstrtlayer1,d,gr,,3125.00,1125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:35_j:13_x:3375.00_y:1125.00_zone:1,none,factor,34.91152955548892,15.0,50.0,icstrtlayer1,1.0,0.0,1,35,,0,13,icstrtlayer1,d,gr,,3375.00,1125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:35_j:14_x:3625.00_y:1125.00_zone:1,none,factor,34.14043096419748,15.0,50.0,icstrtlayer1,1.0,0.0,1,35,,0,14,icstrtlayer1,d,gr,,3625.00,1125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:35_j:15_x:3875.00_y:1125.00_zone:1,none,factor,36.37299846200683,15.0,50.0,icstrtlayer1,1.0,0.0,1,35,,0,15,icstrtlayer1,d,gr,,3875.00,1125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:35_j:16_x:4125.00_y:1125.00_zone:1,none,factor,37.66100918283201,15.0,50.0,icstrtlayer1,1.0,0.0,1,35,,0,16,icstrtlayer1,d,gr,,4125.00,1125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:35_j:17_x:4375.00_y:1125.00_zone:1,none,factor,31.557178535196797,15.0,50.0,icstrtlayer1,1.0,0.0,1,35,,0,17,icstrtlayer1,d,gr,,4375.00,1125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:35_j:18_x:4625.00_y:1125.00_zone:1,none,factor,27.412217097656153,15.0,50.0,icstrtlayer1,1.0,0.0,1,35,,0,18,icstrtlayer1,d,gr,,4625.00,1125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:36_j:4_x:1125.00_y:875.00_zone:1,none,factor,29.774962960899614,15.0,50.0,icstrtlayer1,1.0,0.0,1,36,,0,4,icstrtlayer1,d,gr,,1125.00,875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:36_j:5_x:1375.00_y:875.00_zone:1,none,factor,32.97438445489538,15.0,50.0,icstrtlayer1,1.0,0.0,1,36,,0,5,icstrtlayer1,d,gr,,1375.00,875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:36_j:6_x:1625.00_y:875.00_zone:1,none,factor,34.59670444429719,15.0,50.0,icstrtlayer1,1.0,0.0,1,36,,0,6,icstrtlayer1,d,gr,,1625.00,875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:36_j:7_x:1875.00_y:875.00_zone:1,none,factor,39.31245435405823,15.0,50.0,icstrtlayer1,1.0,0.0,1,36,,0,7,icstrtlayer1,d,gr,,1875.00,875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:36_j:8_x:2125.00_y:875.00_zone:1,none,factor,30.469150138636607,15.0,50.0,icstrtlayer1,1.0,0.0,1,36,,0,8,icstrtlayer1,d,gr,,2125.00,875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:36_j:9_x:2375.00_y:875.00_zone:1,none,factor,30.589565594861853,15.0,50.0,icstrtlayer1,1.0,0.0,1,36,,0,9,icstrtlayer1,d,gr,,2375.00,875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:36_j:10_x:2625.00_y:875.00_zone:1,none,factor,25.644497695376423,15.0,50.0,icstrtlayer1,1.0,0.0,1,36,,0,10,icstrtlayer1,d,gr,,2625.00,875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:36_j:11_x:2875.00_y:875.00_zone:1,none,factor,34.91729495377895,15.0,50.0,icstrtlayer1,1.0,0.0,1,36,,0,11,icstrtlayer1,d,gr,,2875.00,875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:36_j:12_x:3125.00_y:875.00_zone:1,none,factor,36.31221004602505,15.0,50.0,icstrtlayer1,1.0,0.0,1,36,,0,12,icstrtlayer1,d,gr,,3125.00,875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:36_j:13_x:3375.00_y:875.00_zone:1,none,factor,22.43392623405412,15.0,50.0,icstrtlayer1,1.0,0.0,1,36,,0,13,icstrtlayer1,d,gr,,3375.00,875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:36_j:14_x:3625.00_y:875.00_zone:1,none,factor,34.12519273497452,15.0,50.0,icstrtlayer1,1.0,0.0,1,36,,0,14,icstrtlayer1,d,gr,,3625.00,875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:36_j:15_x:3875.00_y:875.00_zone:1,none,factor,35.99887316528412,15.0,50.0,icstrtlayer1,1.0,0.0,1,36,,0,15,icstrtlayer1,d,gr,,3875.00,875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:36_j:16_x:4125.00_y:875.00_zone:1,none,factor,22.164461920174364,15.0,50.0,icstrtlayer1,1.0,0.0,1,36,,0,16,icstrtlayer1,d,gr,,4125.00,875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:36_j:17_x:4375.00_y:875.00_zone:1,none,factor,34.40271220169766,15.0,50.0,icstrtlayer1,1.0,0.0,1,36,,0,17,icstrtlayer1,d,gr,,4375.00,875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:36_j:18_x:4625.00_y:875.00_zone:1,none,factor,22.10863771486671,15.0,50.0,icstrtlayer1,1.0,0.0,1,36,,0,18,icstrtlayer1,d,gr,,4625.00,875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:37_j:5_x:1375.00_y:625.00_zone:1,none,factor,33.659373254510484,15.0,50.0,icstrtlayer1,1.0,0.0,1,37,,0,5,icstrtlayer1,d,gr,,1375.00,625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:37_j:6_x:1625.00_y:625.00_zone:1,none,factor,30.76325485266831,15.0,50.0,icstrtlayer1,1.0,0.0,1,37,,0,6,icstrtlayer1,d,gr,,1625.00,625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:37_j:7_x:1875.00_y:625.00_zone:1,none,factor,35.81908597323054,15.0,50.0,icstrtlayer1,1.0,0.0,1,37,,0,7,icstrtlayer1,d,gr,,1875.00,625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:37_j:8_x:2125.00_y:625.00_zone:1,none,factor,31.177368426852574,15.0,50.0,icstrtlayer1,1.0,0.0,1,37,,0,8,icstrtlayer1,d,gr,,2125.00,625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:37_j:9_x:2375.00_y:625.00_zone:1,none,factor,37.6682053667638,15.0,50.0,icstrtlayer1,1.0,0.0,1,37,,0,9,icstrtlayer1,d,gr,,2375.00,625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:37_j:10_x:2625.00_y:625.00_zone:1,none,factor,29.61147319333253,15.0,50.0,icstrtlayer1,1.0,0.0,1,37,,0,10,icstrtlayer1,d,gr,,2625.00,625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:37_j:11_x:2875.00_y:625.00_zone:1,none,factor,35.138722834230194,15.0,50.0,icstrtlayer1,1.0,0.0,1,37,,0,11,icstrtlayer1,d,gr,,2875.00,625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:37_j:12_x:3125.00_y:625.00_zone:1,none,factor,27.305860850976575,15.0,50.0,icstrtlayer1,1.0,0.0,1,37,,0,12,icstrtlayer1,d,gr,,3125.00,625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:37_j:13_x:3375.00_y:625.00_zone:1,none,factor,30.13167709645417,15.0,50.0,icstrtlayer1,1.0,0.0,1,37,,0,13,icstrtlayer1,d,gr,,3375.00,625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:37_j:14_x:3625.00_y:625.00_zone:1,none,factor,23.77925039703755,15.0,50.0,icstrtlayer1,1.0,0.0,1,37,,0,14,icstrtlayer1,d,gr,,3625.00,625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:37_j:15_x:3875.00_y:625.00_zone:1,none,factor,32.36948408907427,15.0,50.0,icstrtlayer1,1.0,0.0,1,37,,0,15,icstrtlayer1,d,gr,,3875.00,625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:37_j:16_x:4125.00_y:625.00_zone:1,none,factor,38.033417054926815,15.0,50.0,icstrtlayer1,1.0,0.0,1,37,,0,16,icstrtlayer1,d,gr,,4125.00,625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:37_j:17_x:4375.00_y:625.00_zone:1,none,factor,38.46194487623445,15.0,50.0,icstrtlayer1,1.0,0.0,1,37,,0,17,icstrtlayer1,d,gr,,4375.00,625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:38_j:5_x:1375.00_y:375.00_zone:1,none,factor,25.770889738303282,15.0,50.0,icstrtlayer1,1.0,0.0,1,38,,0,5,icstrtlayer1,d,gr,,1375.00,375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:38_j:6_x:1625.00_y:375.00_zone:1,none,factor,34.94476757178899,15.0,50.0,icstrtlayer1,1.0,0.0,1,38,,0,6,icstrtlayer1,d,gr,,1625.00,375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:38_j:7_x:1875.00_y:375.00_zone:1,none,factor,41.7932258868007,15.0,50.0,icstrtlayer1,1.0,0.0,1,38,,0,7,icstrtlayer1,d,gr,,1875.00,375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:38_j:8_x:2125.00_y:375.00_zone:1,none,factor,34.71364920469135,15.0,50.0,icstrtlayer1,1.0,0.0,1,38,,0,8,icstrtlayer1,d,gr,,2125.00,375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:38_j:9_x:2375.00_y:375.00_zone:1,none,factor,36.14862728273696,15.0,50.0,icstrtlayer1,1.0,0.0,1,38,,0,9,icstrtlayer1,d,gr,,2375.00,375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:38_j:10_x:2625.00_y:375.00_zone:1,none,factor,32.98995660206568,15.0,50.0,icstrtlayer1,1.0,0.0,1,38,,0,10,icstrtlayer1,d,gr,,2625.00,375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:38_j:11_x:2875.00_y:375.00_zone:1,none,factor,30.44011825261621,15.0,50.0,icstrtlayer1,1.0,0.0,1,38,,0,11,icstrtlayer1,d,gr,,2875.00,375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:38_j:12_x:3125.00_y:375.00_zone:1,none,factor,22.479907629590617,15.0,50.0,icstrtlayer1,1.0,0.0,1,38,,0,12,icstrtlayer1,d,gr,,3125.00,375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:38_j:13_x:3375.00_y:375.00_zone:1,none,factor,28.8804406228333,15.0,50.0,icstrtlayer1,1.0,0.0,1,38,,0,13,icstrtlayer1,d,gr,,3375.00,375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:38_j:14_x:3625.00_y:375.00_zone:1,none,factor,30.246480774862068,15.0,50.0,icstrtlayer1,1.0,0.0,1,38,,0,14,icstrtlayer1,d,gr,,3625.00,375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:38_j:15_x:3875.00_y:375.00_zone:1,none,factor,38.49879482080581,15.0,50.0,icstrtlayer1,1.0,0.0,1,38,,0,15,icstrtlayer1,d,gr,,3875.00,375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:38_j:16_x:4125.00_y:375.00_zone:1,none,factor,35.84976872516964,15.0,50.0,icstrtlayer1,1.0,0.0,1,38,,0,16,icstrtlayer1,d,gr,,4125.00,375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:39_j:5_x:1375.00_y:125.00_zone:1,none,factor,28.45105275521553,15.0,50.0,icstrtlayer1,1.0,0.0,1,39,,0,5,icstrtlayer1,d,gr,,1375.00,125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:39_j:6_x:1625.00_y:125.00_zone:1,none,factor,33.53719291952157,15.0,50.0,icstrtlayer1,1.0,0.0,1,39,,0,6,icstrtlayer1,d,gr,,1625.00,125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:39_j:7_x:1875.00_y:125.00_zone:1,none,factor,26.977738490678767,15.0,50.0,icstrtlayer1,1.0,0.0,1,39,,0,7,icstrtlayer1,d,gr,,1875.00,125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:39_j:8_x:2125.00_y:125.00_zone:1,none,factor,33.78300658724823,15.0,50.0,icstrtlayer1,1.0,0.0,1,39,,0,8,icstrtlayer1,d,gr,,2125.00,125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:39_j:9_x:2375.00_y:125.00_zone:1,none,factor,33.07522179192238,15.0,50.0,icstrtlayer1,1.0,0.0,1,39,,0,9,icstrtlayer1,d,gr,,2375.00,125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:39_j:10_x:2625.00_y:125.00_zone:1,none,factor,26.549301015261552,15.0,50.0,icstrtlayer1,1.0,0.0,1,39,,0,10,icstrtlayer1,d,gr,,2625.00,125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:39_j:11_x:2875.00_y:125.00_zone:1,none,factor,31.772768566389452,15.0,50.0,icstrtlayer1,1.0,0.0,1,39,,0,11,icstrtlayer1,d,gr,,2875.00,125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:39_j:12_x:3125.00_y:125.00_zone:1,none,factor,29.257011940609445,15.0,50.0,icstrtlayer1,1.0,0.0,1,39,,0,12,icstrtlayer1,d,gr,,3125.00,125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:39_j:13_x:3375.00_y:125.00_zone:1,none,factor,29.56479131948134,15.0,50.0,icstrtlayer1,1.0,0.0,1,39,,0,13,icstrtlayer1,d,gr,,3375.00,125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:39_j:14_x:3625.00_y:125.00_zone:1,none,factor,38.447083339236755,15.0,50.0,icstrtlayer1,1.0,0.0,1,39,,0,14,icstrtlayer1,d,gr,,3625.00,125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:39_j:15_x:3875.00_y:125.00_zone:1,none,factor,27.394325751184073,15.0,50.0,icstrtlayer1,1.0,0.0,1,39,,0,15,icstrtlayer1,d,gr,,3875.00,125.00,1
